"CHILDID","mm1","mm2","mm3","w1","w2","w3","POST","cons","Mob","PRE","RET","wM","wPRE","wRET"
"0057015C",728,0,0,1,0,0,142.82,1,0,75.59,3,-0.272248859782482,7.35547359804024,0.27973336451877
"0057016C",728,0,0,1,0,0,135.93,1,0,61.38,3,-0.272248859782482,7.35547359804024,0.27973336451877
"0026010C",264,0,0,1,0,0,134.92,1,0,37.13,1,-0.0500266375602594,-4.86481879962058,-1.72026663548123
"0045021C",508,0,0,1,0,0,157.27,1,0,83.14,2,-0.216693304226926,11.8668478670461,-0.72026663548123
"0057021C",728,0,0,1,0,0,149,1,0,81.67,3,-0.272248859782482,7.35547359804024,0.27973336451877
"0010004C",1,0,0,1,0,0,142.27,1,0,61.43,1,-0.129391716925339,-15.8414061012079,-1.72026663548123
"0028002C",276,0,0,1,0,0,150.79,1,0,104.86,0,-0.188915526449148,15.0274034226016,-2.72026663548123
"0057024C",728,0,0,1,0,0,85.26,1,0,36.18,3,-0.272248859782482,7.35547359804024,0.27973336451877
"0057026C",728,0,0,1,0,0,88.59,1,0,26.88,3,-0.272248859782482,7.35547359804024,0.27973336451877
"0010010C",1,0,0,1,0,0,72.45,1,0,35.98,1,-0.129391716925339,-15.8414061012079,-1.72026663548123
"0010015C",1,0,0,1,0,0,127.63,1,0,48.29,1,-0.129391716925339,-15.8414061012079,-1.72026663548123
"0601021C",772,0,0,1,0,0,146.01,1,0,69.67,2,-0.0222488597824816,-6.24426324406502,-0.72026663548123
"0058008C",749,0,0,1,0,0,116.32,1,0,62.88,1,0.0610844735508517,-15.8170410218428,-1.72026663548123
"0058010C",749,0,0,1,0,0,63.64,1,0,39.21,1,0.0610844735508517,-15.8170410218428,-1.72026663548123
"0601024C",772,0,0,1,0,0,92.18,1,0,52.84,2,-0.0222488597824816,-6.24426324406502,-0.72026663548123
"0602006C",776,0,0,1,0,0,134.06,1,0,62.73,3,-0.129391716925339,13.1935938987921,0.27973336451877
"0010020C",1,0,0,1,0,0,93.21,1,0,40.58,1,-0.129391716925339,-15.8414061012079,-1.72026663548123
"0058019C",749,0,0,1,0,0,98.37,1,0,56.04,1,0.0610844735508517,-15.8170410218428,-1.72026663548123
"0058020C",749,0,0,1,0,0,104.35,1,0,43.96,1,0.0610844735508517,-15.8170410218428,-1.72026663548123
"0602012C",776,0,0,1,0,0,158.31,1,0,80.28,3,-0.129391716925339,13.1935938987921,0.27973336451877
"0011004C",57,0,0,1,0,0,159.11,1,0,87.77,1,-0.272248859782482,-3.44715798090713,-1.72026663548123
"0062013C",819,0,0,1,0,0,148.43,1,0,93.77,5,-0.272248859782482,2.66240342260165,2.27973336451877
"0062015C",819,0,0,1,0,0,140.24,1,0,69.53,5,-0.272248859782482,2.66240342260165,2.27973336451877
"0062016C",819,0,0,1,0,0,112.63,1,0,42.56,5,-0.272248859782482,2.66240342260165,2.27973336451877
"0062017C",819,0,0,1,0,0,163.61,1,0,100.34,5,-0.272248859782482,2.66240342260165,2.27973336451877
"0062022C",819,0,0,1,0,0,99.78,1,0,38.33,5,-0.272248859782482,2.66240342260165,2.27973336451877
"0602022C",776,0,0,1,0,0,132.76,1,0,96,3,-0.129391716925339,13.1935938987921,0.27973336451877
"0559001C",703,0,0,1,0,0,86.67,1,0,53.5,0,-0.205582193115815,-2.96126324406502,-2.72026663548123
"0064005C",848,0,0,1,0,0,119.36,1,0,44.47,4,-0.0579631454967673,-15.8164061012079,1.27973336451877
"0064006C",848,0,0,1,0,0,104.56,1,0,37.69,4,-0.0579631454967673,-15.8164061012079,1.27973336451877
"0011017C",57,0,0,1,0,0,141.46,1,0,56.66,1,-0.272248859782482,-3.44715798090713,-1.72026663548123
"0011018C",57,0,0,1,0,0,99.79,1,0,44.55,1,-0.272248859782482,-3.44715798090713,-1.72026663548123
"0605010C",786,0,0,1,0,0,92.62,1,0,44.55,6,0.0134654259318041,-7.53497752977931,3.27973336451877
"0064013C",848,0,0,1,0,0,139.95,1,0,76.16,4,-0.0579631454967673,-15.8164061012079,1.27973336451877
"1171001C",97,0,0,1,0,0,114.22,1,0,53.12,10,-0.181339768873391,-13.3565359713377,7.27973336451877
"0064015C",848,0,0,1,0,0,79,1,0,41.92,4,-0.0579631454967673,-15.8164061012079,1.27973336451877
"0051008C",587,0,0,1,0,0,139.42,1,0,66.02,0,-0.272248859782482,6.44007008926831,-2.72026663548123
"0033015C",359,0,0,1,0,0,142.01,1,0,78.16,9,-0.213425330370717,-0.256322067594432,6.27973336451877
"0064019C",848,0,0,1,0,0,148.49,1,0,55.49,4,-0.0579631454967673,-15.8164061012079,1.27973336451877
"0064021C",848,0,0,1,0,0,88.87,1,0,29.1,4,-0.0579631454967673,-15.8164061012079,1.27973336451877
"0064023C",848,0,0,1,0,0,112.87,1,0,43.92,4,-0.0579631454967673,-15.8164061012079,1.27973336451877
"0066001C",865,0,0,1,0,0,138.74,1,0,81.32,1,-0.147248859782482,11.550736755935,-1.72026663548123
"0520004C",629,0,0,1,0,0,80.42,1,0,41.37,0,-0.0904306779642998,-18.369263244065,-2.72026663548123
"0066004C",865,0,0,1,0,0,101.93,1,0,55.03,1,-0.147248859782482,11.550736755935,-1.72026663548123
"0051019C",587,0,0,1,0,0,139.96,1,0,62.88,0,-0.272248859782482,6.44007008926831,-2.72026663548123
"0066007C",865,0,0,1,0,0,108.99,1,0,61.77,1,-0.147248859782482,11.550736755935,-1.72026663548123
"0609020C",798,0,0,1,0,0,104.24,1,0,38.15,2,-0.0222488597824816,5.57990342260164,-0.72026663548123
"0034009C",364,0,0,1,0,0,128.14,1,0,52.09,5,-0.0222488597824816,-7.76926324406502,2.27973336451877
"0052005C",628,0,0,1,0,0,122.99,1,0,62.65,1,-0.188915526449148,1.94907008926831,-1.72026663548123
"1173017C",98,0,0,1,0,0,80.15,1,0,33.04,0,-0.0222488597824816,-18.211763244065,-2.72026663548123
"0066014C",865,0,0,1,0,0,126.75,1,0,62.69,1,-0.147248859782482,11.550736755935,-1.72026663548123
"0066015C",865,0,0,1,0,0,140.57,1,0,78.92,1,-0.147248859782482,11.550736755935,-1.72026663548123
"0066016C",865,0,0,1,0,0,154.57,1,0,90.46,1,-0.147248859782482,11.550736755935,-1.72026663548123
"0066018C",865,0,0,1,0,0,103.9,1,0,57.24,1,-0.147248859782482,11.550736755935,-1.72026663548123
"0066021C",865,0,0,1,0,0,158.68,1,0,95.68,1,-0.147248859782482,11.550736755935,-1.72026663548123
"0066023C",865,0,0,1,0,0,102.6,1,0,56.78,1,-0.147248859782482,11.550736755935,-1.72026663548123
"0066024C",865,0,0,1,0,0,151.22,1,0,89.75,1,-0.147248859782482,11.550736755935,-1.72026663548123
"0067003C",872,0,0,1,0,0,109.71,1,0,52.94,0,-0.0579631454967673,-4.07783467263645,-2.72026663548123
"0614021C",810,0,0,1,0,0,117.01,1,0,40.91,3,-0.0222488597824816,-4.84342991073169,0.27973336451877
"0614023C",810,0,0,1,0,0,103.84,1,0,48.58,3,-0.0222488597824816,-4.84342991073169,0.27973336451877
"0067009C",872,0,0,1,0,0,141.28,1,0,78.35,0,-0.0579631454967673,-4.07783467263645,-2.72026663548123
"0020007C",202,0,0,1,0,0,139.96,1,0,59.69,0,-0.272248859782482,-13.814888244065,-2.72026663548123
"0067012C",872,0,0,1,0,0,132.48,1,0,58.36,0,-0.0579631454967673,-4.07783467263645,-2.72026663548123
"0299022C",289,0,0,1,0,0,138.46,1,0,66,0,-0.181339768873391,11.3634640286623,-2.72026663548123
"0067016C",872,0,0,1,0,0,155.44,1,0,69.13,0,-0.0579631454967673,-4.07783467263645,-2.72026663548123
"0037040C",389,0,0,1,0,0,104.32,1,0,52.35,15,-0.0904306779642998,-3.3519905167923,12.2797333645188
"0067018C",872,0,0,1,0,0,139.22,1,0,55.63,0,-0.0579631454967673,-4.07783467263645,-2.72026663548123
"0067019C",872,0,0,1,0,0,105.91,1,0,57.5,0,-0.0579631454967673,-4.07783467263645,-2.72026663548123
"0067020C",872,0,0,1,0,0,114.81,1,0,54.87,0,-0.0579631454967673,-4.07783467263645,-2.72026663548123
"0020020C",202,0,0,1,0,0,125.99,1,0,56.55,0,-0.272248859782482,-13.814888244065,-2.72026663548123
"0053012C",654,0,0,1,0,0,137.97,1,0,62.96,5,-0.177010764544386,5.97740342260165,2.27973336451877
"0020024C",202,0,0,1,0,0,67.59,1,0,40.64,0,-0.272248859782482,-13.814888244065,-2.72026663548123
"0069012C",711,0,0,1,0,0,100.58,1,0,36.43,1,-0.272248859782482,-26.199263244065,-1.72026663548123
"0021002C",222,0,0,1,0,0,125.11,1,0,64.23,0,-0.272248859782482,-2.98926324406502,-2.72026663548123
"0522020C",634,0,0,1,0,0,152.29,1,0,67.36,2,-0.147248859782482,-12.373013244065,-0.72026663548123
"0069019C",712,0,0,1,0,0,106.67,1,0,65.32,7,-0.272248859782482,0.41073675593497,4.27973336451877
"0522024C",634,0,0,1,0,0,120.5,1,0,48.7,2,-0.147248859782482,-12.373013244065,-0.72026663548123
"0618040C",815,0,0,1,0,0,127.85,1,0,56.44,0,0.172195584661963,1.2229589781572,-2.72026663548123
"0072007C",979,0,0,1,0,0,125.24,1,0,46.37,0,0.0610844735508517,-3.03926324406502,-2.72026663548123
"0621004C",822,0,0,1,0,0,76.06,1,0,32.53,10,-0.272248859782482,2.73930818450641,7.27973336451877
"0072014C",979,0,0,1,0,0,131.15,1,0,65.62,0,0.0610844735508517,-3.03926324406502,-2.72026663548123
"0621006C",822,0,0,1,0,0,124.46,1,0,61.44,10,-0.272248859782482,2.73930818450641,7.27973336451877
"0072017C",979,0,0,1,0,0,128.58,1,0,77.25,0,0.0610844735508517,-3.03926324406502,-2.72026663548123
"0072018C",979,0,0,1,0,0,119.58,1,0,55.44,0,0.0610844735508517,-3.03926324406502,-2.72026663548123
"0584011C",762,0,0,1,0,0,124.16,1,0,43.66,1,-0.0722488597824816,9.70073675593498,-1.72026663548123
"0523015C",637,0,0,1,0,0,90.2,1,0,67.05,3,0.127751140217518,-5.95392991073169,0.27973336451877
"0073002C",1010,0,0,1,0,0,150.57,1,0,66.91,2,-0.272248859782482,12.5254426382879,-0.72026663548123
"0584014C",762,0,0,1,0,0,153.36,1,0,64.6,1,-0.0722488597824816,9.70073675593498,-1.72026663548123
"0523018C",637,0,0,1,0,0,119.97,1,0,61.59,3,0.127751140217518,-5.95392991073169,0.27973336451877
"0073007C",1010,0,0,1,0,0,103.64,1,0,54.71,2,-0.272248859782482,12.5254426382879,-0.72026663548123
"0523021C",637,0,0,1,0,0,71.33,1,0,36.22,3,0.127751140217518,-5.95392991073169,0.27973336451877
"0584023C",762,0,0,1,0,0,143.95,1,0,75.26,1,-0.0722488597824816,9.70073675593498,-1.72026663548123
"0073012C",1010,0,0,1,0,0,159.11,1,0,93.64,2,-0.272248859782482,12.5254426382879,-0.72026663548123
"0073013C",1010,0,0,1,0,0,140.44,1,0,64.62,2,-0.272248859782482,12.5254426382879,-0.72026663548123
"0073016C",1010,0,0,1,0,0,162.32,1,0,86.38,2,-0.272248859782482,12.5254426382879,-0.72026663548123
"0073017C",1010,0,0,1,0,0,161.07,1,0,68.25,2,-0.272248859782482,12.5254426382879,-0.72026663548123
"0006011C",767,0,0,1,0,0,104.61,1,0,50.71,5,0.000478412944791118,-3.5510814258832,2.27973336451877
"1098020C",55,0,0,1,0,0,105.04,1,0,56.12,3,0.127751140217518,-15.095263244065,0.27973336451877
"0587013C",763,0,0,1,0,0,122.85,1,0,56.2,1,-0.0500266375602594,5.09851453371275,-1.72026663548123
"0043011C",469,0,0,1,0,0,89.06,1,0,34.98,15,0.0610844735508517,-8.52992991073169,12.2797333645188
"0073023C",1010,0,0,1,0,0,148.12,1,0,56.27,2,-0.272248859782482,12.5254426382879,-0.72026663548123
"0023018C",250,0,0,1,0,0,157.15,1,0,98.06,3,-0.213425330370717,0.0307367559349743,0.27973336451877
"0023019C",250,0,0,1,0,0,147.18,1,0,62.59,3,-0.213425330370717,0.0307367559349743,0.27973336451877
"1165018C",92,0,0,1,0,0,158.07,1,0,67.87,0,-0.272248859782482,15.0880094832077,-2.72026663548123
"0007008C",887,0,0,1,0,0,116.97,1,0,66.3,0,-0.188915526449148,-0.296763244065026,-2.72026663548123
"0075005C",1088,0,0,1,0,0,140.81,1,0,41.34,1,-0.272248859782482,2.18661910887615,-1.72026663548123
"0075006C",1088,0,0,1,0,0,141.64,1,0,64.21,1,-0.272248859782482,2.18661910887615,-1.72026663548123
"0056015C",705,0,0,1,0,0,143.56,1,0,54.88,0,-0.138915526449148,3.81740342260165,-2.72026663548123
"0075009C",1088,0,0,1,0,0,132.66,1,0,59.68,1,-0.272248859782482,2.18661910887615,-1.72026663548123
"0075010C",1088,0,0,1,0,0,128.09,1,0,60.47,1,-0.272248859782482,2.18661910887615,-1.72026663548123
"0075012C",1088,0,0,1,0,0,161.17,1,0,99.74,1,-0.272248859782482,2.18661910887615,-1.72026663548123
"1119012C",69,0,0,1,0,0,125.88,1,0,51.25,1,-0.272248859782482,6.25769327767411,-1.72026663548123
"0075014C",1088,0,0,1,0,0,139.94,1,0,50.73,1,-0.272248859782482,2.18661910887615,-1.72026663548123
"0075015C",1088,0,0,1,0,0,161.66,1,0,81.27,1,-0.272248859782482,2.18661910887615,-1.72026663548123
"0075016C",1088,0,0,1,0,0,148.47,1,0,75.8,1,-0.272248859782482,2.18661910887615,-1.72026663548123
"0025018C",635,0,0,1,0,0,116.41,1,0,60.71,9,-0.272248859782482,-1.91926324406502,6.27973336451877
"0529010C",651,0,0,1,0,0,131.39,1,0,69.32,0,-0.209748859782482,4.66136175593497,-2.72026663548123
"0075021C",1088,0,0,1,0,0,156.91,1,0,91.42,1,-0.272248859782482,2.18661910887615,-1.72026663548123
"0075023C",1088,0,0,1,0,0,63.72,1,0,29.8,1,-0.272248859782482,2.18661910887615,-1.72026663548123
"0075024C",1088,0,0,1,0,0,160.77,1,0,64.67,1,-0.272248859782482,2.18661910887615,-1.72026663548123
"0026001C",264,0,0,1,0,0,103.76,1,0,49.87,1,-0.0500266375602594,-4.86481879962058,-1.72026663548123
"0026005C",264,0,0,1,0,0,161.25,1,0,102.68,1,-0.0500266375602594,-4.86481879962058,-1.72026663548123
"0077003C",1151,0,0,1,0,0,107.59,1,0,49.88,0,-0.272248859782482,5.18073675593498,-2.72026663548123
"0045020C",508,0,0,1,0,0,156.81,1,0,68.58,2,-0.216693304226926,11.8668478670461,-0.72026663548123
"0057019C",728,0,0,1,0,0,159.55,1,0,112.76,3,-0.272248859782482,7.35547359804024,0.27973336451877
"0077009C",1151,0,0,1,0,0,157.98,1,0,108.97,0,-0.272248859782482,5.18073675593498,-2.72026663548123
"0077010C",1151,0,0,1,0,0,149.46,1,0,76.78,0,-0.272248859782482,5.18073675593498,-2.72026663548123
"0057023C",728,0,0,1,0,0,166.32,1,0,89.82,3,-0.272248859782482,7.35547359804024,0.27973336451877
"0077013C",1151,0,0,1,0,0,89.74,1,0,40.43,0,-0.272248859782482,5.18073675593498,-2.72026663548123
"0077014C",1151,0,0,1,0,0,68.07,1,0,42.25,0,-0.272248859782482,5.18073675593498,-2.72026663548123
"0077018C",1151,0,0,1,0,0,122.71,1,0,72.56,0,-0.272248859782482,5.18073675593498,-2.72026663548123
"0077020C",1151,0,0,1,0,0,134.79,1,0,72.39,0,-0.272248859782482,5.18073675593498,-2.72026663548123
"0028007C",276,0,0,1,0,0,144.74,1,0,70.34,0,-0.188915526449148,15.0274034226016,-2.72026663548123
"0077023C",1151,0,0,1,0,0,138.5,1,0,90.96,0,-0.272248859782482,5.18073675593498,-2.72026663548123
"0077024C",1151,0,0,1,0,0,136.76,1,0,71.8,0,-0.272248859782482,5.18073675593498,-2.72026663548123
"0028010C",276,0,0,1,0,0,155.83,1,0,65.44,0,-0.188915526449148,15.0274034226016,-2.72026663548123
"0307017C",333,0,0,1,0,0,103.7,1,0,56.91,4,-0.272248859782482,-11.119263244065,1.27973336451877
"0629003C",832,0,0,1,0,0,70.84,1,0,27.44,3,-0.105582193115815,-2.00176324406502,0.27973336451877
"0629006C",832,0,0,1,0,0,108.82,1,0,59.44,3,-0.105582193115815,-2.00176324406502,0.27973336451877
"0629007C",832,0,0,1,0,0,160.97,1,0,98.11,3,-0.105582193115815,-2.00176324406502,0.27973336451877
"1191024C",109,0,0,1,0,0,109.04,1,0,44.5,0,-0.213425330370717,3.56308969711144,-2.72026663548123
"0629012C",832,0,0,1,0,0,129.97,1,0,88.48,3,-0.105582193115815,-2.00176324406502,0.27973336451877
"0629013C",832,0,0,1,0,0,60.91,1,0,21.39,3,-0.105582193115815,-2.00176324406502,0.27973336451877
"0629014C",832,0,0,1,0,0,163.48,1,0,112.8,3,-0.105582193115815,-2.00176324406502,0.27973336451877
"0629017C",832,0,0,1,0,0,149.4,1,0,56.96,3,-0.105582193115815,-2.00176324406502,0.27973336451877
"0629019C",832,0,0,1,0,0,61.01,1,0,33.33,3,-0.105582193115815,-2.00176324406502,0.27973336451877
"0629023C",832,0,0,1,0,0,119.7,1,0,57.33,3,-0.105582193115815,-2.00176324406502,0.27973336451877
"0532016C",657,0,0,1,0,0,152.74,1,0,88.42,0,-0.154601800958952,10.3130896971114,-2.72026663548123
"0064004C",848,0,0,1,0,0,142.91,1,0,77.08,4,-0.0579631454967673,-15.8164061012079,1.27973336451877
"0630006C",834,0,0,1,0,0,89.28,1,0,55,8,-0.00558219311581493,-1.26192991073169,5.27973336451877
"0081001C",1251,0,0,1,0,0,138.63,1,0,59.09,2,-0.181339768873391,-1.74835415315593,-0.72026663548123
"0081002C",1251,0,0,1,0,0,136.5,1,0,54.62,2,-0.181339768873391,-1.74835415315593,-0.72026663548123
"0081003C",1251,0,0,1,0,0,142.99,1,0,78.72,2,-0.181339768873391,-1.74835415315593,-0.72026663548123
"0630012C",834,0,0,1,0,0,140.91,1,0,59.17,8,-0.00558219311581493,-1.26192991073169,5.27973336451877
"0081015C",1251,0,0,1,0,0,140.84,1,0,58.1,2,-0.181339768873391,-1.74835415315593,-0.72026663548123
"0033011C",359,0,0,1,0,0,153.83,1,0,55.29,9,-0.213425330370717,-0.256322067594432,6.27973336451877
"0081018C",1251,0,0,1,0,0,132.08,1,0,65.86,2,-0.181339768873391,-1.74835415315593,-0.72026663548123
"0081019C",1251,0,0,1,0,0,80.58,1,0,45.12,2,-0.181339768873391,-1.74835415315593,-0.72026663548123
"0064018C",848,0,0,1,0,0,99.16,1,0,31.26,4,-0.0579631454967673,-15.8164061012079,1.27973336451877
"0081022C",1251,0,0,1,0,0,133.54,1,0,49.88,2,-0.181339768873391,-1.74835415315593,-0.72026663548123
"0081023C",1251,0,0,1,0,0,153.11,1,0,94.6,2,-0.181339768873391,-1.74835415315593,-0.72026663548123
"1194016C",111,0,0,1,0,0,141.58,1,0,91.13,1,-0.216693304226926,10.0990700892683,-1.72026663548123
"0083002C",607,0,0,1,0,0,141.28,1,0,59.34,7,0.0610844735508517,-9.57259657739836,4.27973336451877
"0631010C",836,0,0,1,0,0,77.89,1,0,35.01,13,0.227751140217518,-10.726763244065,10.2797333645188
"0033022C",359,0,0,1,0,0,106.06,1,0,37.41,9,-0.213425330370717,-0.256322067594432,6.27973336451877
"0066005C",865,0,0,1,0,0,150.62,1,0,83.34,1,-0.147248859782482,11.550736755935,-1.72026663548123
"0034002C",364,0,0,1,0,0,127.75,1,0,69.41,5,-0.0222488597824816,-7.76926324406502,2.27973336451877
"0083014C",606,0,0,1,0,0,137.92,1,0,60.97,7,0.227751140217518,-10.669263244065,4.27973336451877
"0520011C",629,0,0,1,0,0,99.82,1,0,40.57,0,-0.0904306779642998,-18.369263244065,-2.72026663548123
"0066011C",865,0,0,1,0,0,158.26,1,0,90.11,1,-0.147248859782482,11.550736755935,-1.72026663548123
"0034012C",364,0,0,1,0,0,95.12,1,0,56.15,5,-0.0222488597824816,-7.76926324406502,2.27973336451877
"0083021C",633,0,0,1,0,0,120.38,1,0,48.02,7,-0.0222488597824816,-13.126763244065,4.27973336451877
"0535015C",660,0,0,1,0,0,143.35,1,0,90.31,0,-0.272248859782482,14.3125549377532,-2.72026663548123
"0084002C",1352,0,0,1,0,0,79.04,1,0,29.25,2,-0.272248859782482,-5.63926324406502,-0.72026663548123
"0084003C",1352,0,0,1,0,0,106.1,1,0,41.79,2,-0.272248859782482,-5.63926324406502,-0.72026663548123
"0084006C",1352,0,0,1,0,0,117.76,1,0,57.31,2,-0.272248859782482,-5.63926324406502,-0.72026663548123
"0084007C",1352,0,0,1,0,0,124.96,1,0,50.35,2,-0.272248859782482,-5.63926324406502,-0.72026663548123
"0084009C",1352,0,0,1,0,0,95.23,1,0,36.88,2,-0.272248859782482,-5.63926324406502,-0.72026663548123
"0084010C",1352,0,0,1,0,0,129.7,1,0,55.76,2,-0.272248859782482,-5.63926324406502,-0.72026663548123
"0084012C",1352,0,0,1,0,0,138.46,1,0,77.62,2,-0.272248859782482,-5.63926324406502,-0.72026663548123
"0084015C",1352,0,0,1,0,0,119.28,1,0,69.07,2,-0.272248859782482,-5.63926324406502,-0.72026663548123
"0084016C",1352,0,0,1,0,0,158.94,1,0,81.8,2,-0.272248859782482,-5.63926324406502,-0.72026663548123
"0084017C",1352,0,0,1,0,0,139.88,1,0,62.92,2,-0.272248859782482,-5.63926324406502,-0.72026663548123
"0084018C",1352,0,0,1,0,0,115.3,1,0,46.84,2,-0.272248859782482,-5.63926324406502,-0.72026663548123
"0084019C",1352,0,0,1,0,0,141.31,1,0,68.29,2,-0.272248859782482,-5.63926324406502,-0.72026663548123
"0084020C",1352,0,0,1,0,0,129.42,1,0,70.47,2,-0.272248859782482,-5.63926324406502,-0.72026663548123
"0067017C",872,0,0,1,0,0,132.54,1,0,60.41,0,-0.0579631454967673,-4.07783467263645,-2.72026663548123
"0085001C",1387,0,0,1,0,0,103.96,1,0,56.48,0,-0.166985701887745,10.159684124356,-2.72026663548123
"0085003C",1387,0,0,1,0,0,159.46,1,0,112.82,0,-0.166985701887745,10.159684124356,-2.72026663548123
"0085004C",1387,0,0,1,0,0,140.28,1,0,76.02,0,-0.166985701887745,10.159684124356,-2.72026663548123
"0038004C",397,0,0,1,0,0,156.93,1,0,70.39,0,-0.172248859782482,-18.101263244065,-2.72026663548123
"0067023C",872,0,0,1,0,0,118.65,1,0,55.59,0,-0.0579631454967673,-4.07783467263645,-2.72026663548123
"0085008C",1387,0,0,1,0,0,140.09,1,0,75.38,0,-0.166985701887745,10.159684124356,-2.72026663548123
"0085010C",1387,0,0,1,0,0,117.42,1,0,58.43,0,-0.166985701887745,10.159684124356,-2.72026663548123
"0085012C",1387,0,0,1,0,0,137.46,1,0,92.07,0,-0.166985701887745,10.159684124356,-2.72026663548123
"0085013C",1387,0,0,1,0,0,142.38,1,0,74.39,0,-0.166985701887745,10.159684124356,-2.72026663548123
"0085015C",1387,0,0,1,0,0,153.95,1,0,76.82,0,-0.166985701887745,10.159684124356,-2.72026663548123
"0085016C",1387,0,0,1,0,0,121.43,1,0,69.78,0,-0.166985701887745,10.159684124356,-2.72026663548123
"0085017C",1387,0,0,1,0,0,148.13,1,0,64.5,0,-0.166985701887745,10.159684124356,-2.72026663548123
"0085018C",1387,0,0,1,0,0,137.4,1,0,76.11,0,-0.166985701887745,10.159684124356,-2.72026663548123
"0085019C",1387,0,0,1,0,0,117.79,1,0,55.21,0,-0.166985701887745,10.159684124356,-2.72026663548123
"0041001C",423,0,0,1,0,0,73.3,1,0,28.13,0,0.0354434479098261,4.68304444824268,-2.72026663548123
"0085021C",1387,0,0,1,0,0,132.8,1,0,83.67,0,-0.166985701887745,10.159684124356,-2.72026663548123
"0085022C",1387,0,0,1,0,0,137.94,1,0,76.9,0,-0.166985701887745,10.159684124356,-2.72026663548123
"0085023C",1387,0,0,1,0,0,117.33,1,0,67.67,0,-0.166985701887745,10.159684124356,-2.72026663548123
"0072019C",979,0,0,1,0,0,137.34,1,0,57.15,0,0.0610844735508517,-3.03926324406502,-2.72026663548123
"0327013C",358,502,0,0.5,0.5,0,137.32,1,1,88.43,1,0.727751140217518,12.0574034226016,-1.72026663548123
"1209001C",118,0,0,1,0,0,157.61,1,0,74.76,0,-0.147248859782482,2.15948675593497,-2.72026663548123
"1209006C",118,0,0,1,0,0,119.48,1,0,43.92,0,-0.147248859782482,2.15948675593497,-2.72026663548123
"0330002C",360,1569,0,0.5,0.5,0,143.03,1,1,78.59,1,0.613372055250198,9.12694590626177,-1.72026663548123
"0041010C",423,0,0,1,0,0,76.38,1,0,40.21,0,0.0354434479098261,4.68304444824268,-2.72026663548123
"0643014C",851,0,0,1,0,0,160.85,1,0,97.22,0,0.0610844735508517,8.57073675593498,-2.72026663548123
"1209017C",118,0,0,1,0,0,142.27,1,0,85.92,0,-0.147248859782482,2.15948675593497,-2.72026663548123
"0041015C",423,0,0,1,0,0,153.85,1,0,72.02,0,0.0354434479098261,4.68304444824268,-2.72026663548123
"0645001C",854,0,0,1,0,0,82.73,1,0,42.35,5,-0.181339768873391,-7.80835415315593,2.27973336451877
"0645002C",854,0,0,1,0,0,139.29,1,0,53.39,5,-0.181339768873391,-7.80835415315593,2.27973336451877
"0645007C",854,0,0,1,0,0,123.09,1,0,55.35,5,-0.181339768873391,-7.80835415315593,2.27973336451877
"0073019C",1010,0,0,1,0,0,138.89,1,0,70.67,2,-0.272248859782482,12.5254426382879,-0.72026663548123
"0023013C",250,0,0,1,0,0,116.08,1,0,51.56,3,-0.213425330370717,0.0307367559349743,0.27973336451877
"0023015C",250,0,0,1,0,0,154.7,1,0,97.07,3,-0.213425330370717,0.0307367559349743,0.27973336451877
